Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
9	1	1	Speaker2.jpg	OUT1.jpg	matching	2	2	1	890
9	1	2	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1304
9	1	3	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1270
9	1	4	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1449
9	1	5	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1141
9	1	6	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1013
9	1	7	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1114
9	1	8	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1336
9	1	9	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1107
9	1	10	Speaker2.jpg	OUT1.jpg	matching	2	2	1	978
9	1	11	Speaker3.jpg	IN00.jpg	matching	2	2	1	1046
9	1	12	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1292
9	1	13	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1260
9	1	14	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1149
9	1	15	Speaker5.jpg	IN00.jpg	matching	2	2	1	1026
9	1	16	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1316
9	1	17	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1016
9	1	18	Speaker3.jpg	IN00.jpg	matching	2	2	1	996
9	1	19	Speaker3.jpg	IN00.jpg	matching	2	2	1	975
9	1	20	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1001
9	1	21	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1661
9	1	22	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1024
9	1	23	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1261
9	1	24	Speaker2.jpg	OUT1.jpg	matching	2	2	1	984
9	1	25	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1187
9	1	26	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1342
9	1	27	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1421
9	1	28	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1035
9	1	29	Speaker5.jpg	IN00.jpg	matching	2	2	1	1119
9	1	30	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1277
9	1	31	Speaker3.jpg	IN00.jpg	matching	2	2	1	1050
9	1	32	Speaker5.jpg	IN00.jpg	matching	2	2	1	1266
9	1	33	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1317
9	1	34	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1107
9	1	35	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1009
9	1	36	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1076
9	1	37	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1344
9	1	38	Speaker3.jpg	IN00.jpg	matching	2	2	1	1108
9	1	39	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1305
9	1	40	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1168
9	1	41	Speaker3.jpg	IN00.jpg	matching	2	2	1	1004
9	1	42	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1024
9	1	43	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1093
9	1	44	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1123
9	1	45	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1250
9	1	46	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1125
9	1	47	Speaker5.jpg	IN00.jpg	matching	2	2	1	1017
9	1	48	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1233
9	1	49	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1036
9	1	50	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	964
9	1	51	Speaker3.jpg	IN00.jpg	matching	2	2	1	1269
9	1	52	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1328
9	1	53	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1315
9	1	54	Speaker2.jpg	OUT1.jpg	matching	2	2	1	956
9	1	55	Speaker5.jpg	IN00.jpg	matching	2	2	1	1015
9	1	56	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1791
9	1	57	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1307
9	1	58	Speaker3.jpg	IN00.jpg	matching	2	2	1	1018
9	1	59	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1240
9	1	60	Speaker2.jpg	OUT1.jpg	matching	2	2	1	918
9	1	61	Speaker5.jpg	IN00.jpg	matching	2	2	1	990
9	1	62	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	996
9	1	63	Speaker5.jpg	IN00.jpg	matching	2	2	1	1048
