Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
30	1	1	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1153
30	1	2	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1015
30	1	3	Speaker1.jpg	OUT1.jpg	matching	2	2	1	871
30	1	4	Speaker3.jpg	IN00.jpg	matching	2	2	1	1023
30	1	5	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	904
30	1	6	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	929
30	1	7	Speaker1.jpg	OUT1.jpg	matching	2	2	1	724
30	1	8	Speaker2.jpg	IN00.jpg	matching	2	2	1	1176
30	1	9	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	763
30	1	10	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1113
30	1	11	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	876
30	1	12	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	914
30	1	13	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1079
30	1	14	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	693
30	1	15	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	1039
30	1	16	Speaker5.jpg	OUT1.jpg	matching	2	2	1	938
30	1	17	Speaker1.jpg	OUT1.jpg	matching	2	2	1	706
30	1	18	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	764
30	1	19	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	843
30	1	20	Speaker5.jpg	OUT1.jpg	matching	2	2	1	730
30	1	21	Speaker2.jpg	IN00.jpg	matching	2	2	1	1091
30	1	22	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1287
30	1	23	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1035
30	1	24	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	823
30	1	25	Speaker5.jpg	OUT1.jpg	matching	2	2	1	934
30	1	26	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	842
30	1	27	Speaker5.jpg	OUT1.jpg	matching	2	2	1	747
30	1	28	Speaker3.jpg	IN00.jpg	matching	2	3	0	557
30	1	29	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	879
30	1	30	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1111
30	1	31	Speaker5.jpg	OUT1.jpg	matching	2	2	1	779
30	1	32	Speaker1.jpg	OUT1.jpg	matching	2	2	1	1284
30	1	33	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	737
30	1	34	Speaker1.jpg	OUT1.jpg	matching	2	2	1	710
30	1	35	Speaker2.jpg	IN00.jpg	matching	2	2	1	738
30	1	36	Speaker1.jpg	OUT1.jpg	matching	2	2	1	727
30	1	37	Speaker5.jpg	OUT1.jpg	matching	2	2	1	381
30	1	38	Speaker3.jpg	IN00.jpg	matching	2	2	1	708
30	1	39	Speaker2.jpg	IN00.jpg	matching	2	2	1	539
30	1	40	Speaker1.jpg	IN00.jpg	mismatching	3	2	0	628
30	1	41	Speaker1.jpg	OUT1.jpg	matching	2	2	1	674
30	1	42	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	864
30	1	43	Speaker2.jpg	IN00.jpg	matching	2	2	1	966
30	1	44	Speaker1.jpg	IN00.jpg	mismatching	3	3	1	865
30	1	45	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	791
30	1	46	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1038
30	1	47	Speaker2.jpg	IN00.jpg	matching	2	3	0	783
30	1	48	Speaker5.jpg	OUT1.jpg	matching	2	2	1	650
30	1	49	Speaker2.jpg	IN00.jpg	matching	2	2	1	763
30	1	50	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	774
30	1	51	Speaker3.jpg	IN00.jpg	matching	2	2	1	962
30	1	52	Speaker5.jpg	OUT1.jpg	matching	2	2	1	655
