Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
34	1	1	Speaker3.jpg	IN00.jpg	mismatching	3	2	0	639
34	1	2	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	690
34	1	3	Speaker5.jpg	IN00.jpg	mismatching	3	2	0	587
34	1	4	Speaker2.jpg	OUT1.jpg	mismatching	3	2	0	975
34	1	5	Speaker5.jpg	OUT1.jpg	matching	2	3	0	1624
34	1	6	Speaker2.jpg	IN00.jpg	matching	2	2	1	621
34	1	7	Speaker1.jpg	IN00.jpg	matching	2	2	1	884
34	1	8	Speaker5.jpg	OUT1.jpg	matching	2	3	0	878
34	1	9	Speaker2.jpg	IN00.jpg	matching	2	2	1	609
34	1	10	Speaker5.jpg	OUT1.jpg	matching	2	2	1	770
34	1	11	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1072
34	1	12	Speaker1.jpg	OUT1.jpg	mismatching	3	2	0	900
34	1	13	Speaker3.jpg	OUT1.jpg	matching	2	2	1	969
34	1	14	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	929
34	1	15	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1116
34	1	16	Speaker2.jpg	OUT1.jpg	mismatching	3	2	0	937
34	1	17	Speaker3.jpg	OUT1.jpg	matching	2	2	1	903
34	1	18	Speaker2.jpg	IN00.jpg	matching	2	2	1	785
34	1	19	Speaker3.jpg	OUT1.jpg	matching	2	2	1	752
34	1	20	Speaker2.jpg	IN00.jpg	matching	2	2	1	626
34	1	21	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	785
34	1	22	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	801
34	1	23	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	715
34	1	24	Speaker1.jpg	OUT1.jpg	mismatching	3	2	0	851
34	1	25	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	914
34	1	26	Speaker5.jpg	OUT1.jpg	matching	2	2	1	767
34	1	27	Speaker1.jpg	IN00.jpg	matching	2	2	1	888
34	1	28	Speaker1.jpg	IN00.jpg	matching	2	2	1	501
34	1	29	Speaker2.jpg	IN00.jpg	matching	2	2	1	511
34	1	30	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	1216
34	1	31	Speaker2.jpg	OUT1.jpg	mismatching	3	2	0	904
34	1	32	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	823
34	1	33	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	869
34	1	34	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1122
34	1	35	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	880
34	1	36	Speaker3.jpg	OUT1.jpg	matching	2	2	1	777
34	1	37	Speaker1.jpg	IN00.jpg	matching	2	2	1	789
34	1	38	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	748
34	1	39	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	748
34	1	40	Speaker2.jpg	IN00.jpg	matching	2	2	1	798
34	1	41	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	731
34	1	42	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	887
34	1	43	Speaker3.jpg	OUT1.jpg	matching	2	2	1	703
34	1	44	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1104
34	1	45	Speaker1.jpg	IN00.jpg	matching	2	2	1	710
34	1	46	Speaker5.jpg	OUT1.jpg	matching	2	3	0	790
34	1	47	Speaker2.jpg	IN00.jpg	matching	2	2	1	497
34	1	48	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	784
34	1	49	Speaker2.jpg	IN00.jpg	matching	2	2	1	717
34	1	50	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1141
34	1	51	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	855
34	1	52	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1221
34	1	53	Speaker3.jpg	OUT1.jpg	matching	2	2	1	815
34	1	54	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	756
34	1	55	Speaker1.jpg	IN00.jpg	matching	2	2	1	823
34	1	56	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1211
34	1	57	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	857
34	1	58	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	835
34	1	59	Speaker2.jpg	IN00.jpg	matching	2	2	1	536
34	1	60	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	762
34	1	61	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1141
34	1	62	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	817
34	1	63	Speaker1.jpg	IN00.jpg	matching	2	2	1	1397
34	1	64	Speaker5.jpg	IN00.jpg	mismatching	3	2	0	737
34	1	65	Speaker3.jpg	OUT1.jpg	matching	2	2	1	915
34	1	66	Speaker2.jpg	OUT1.jpg	mismatching	3	2	0	599
34	1	67	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1240
34	1	68	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1193
34	1	69	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1019
34	1	70	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1033
34	1	71	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1591
34	1	72	Speaker2.jpg	IN00.jpg	matching	2	2	1	723
34	1	73	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	924
34	1	74	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	753
34	1	75	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	909
34	1	76	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1128
34	1	77	Speaker1.jpg	IN00.jpg	matching	2	2	1	615
34	1	78	Speaker1.jpg	IN00.jpg	matching	2	2	1	621
34	1	79	Speaker1.jpg	IN00.jpg	matching	2	2	1	429
34	1	80	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	1058
34	2	1	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1099
34	2	2	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	722
34	2	3	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	865
34	2	4	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	956
34	2	5	Speaker3.jpg	OUT1.jpg	matching	2	2	1	971
34	2	6	Speaker2.jpg	IN00.jpg	matching	2	2	1	660
34	2	7	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	803
34	2	8	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	846
34	2	9	Speaker3.jpg	OUT1.jpg	matching	2	3	0	747
34	2	10	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	677
34	2	11	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	774
34	2	12	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	758
34	2	13	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1329
34	2	14	Speaker1.jpg	IN00.jpg	matching	2	2	1	581
34	2	15	Speaker1.jpg	IN00.jpg	matching	2	2	1	572
34	2	16	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	732
34	2	17	Speaker2.jpg	IN00.jpg	matching	2	2	1	723
34	2	18	Speaker5.jpg	IN00.jpg	mismatching	3	2	0	671
34	2	19	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	884
34	2	20	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	800
34	2	21	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	859
34	2	22	Speaker5.jpg	OUT1.jpg	matching	2	2	1	824
34	2	23	Speaker1.jpg	IN00.jpg	matching	2	2	1	767
34	2	24	Speaker2.jpg	IN00.jpg	matching	2	2	1	790
34	2	25	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	844
34	2	26	Speaker1.jpg	IN00.jpg	matching	2	2	1	786
34	2	27	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	864
34	2	28	Speaker5.jpg	OUT1.jpg	matching	2	2	1	795
34	2	29	Speaker3.jpg	OUT1.jpg	matching	2	2	1	820
34	2	30	Speaker3.jpg	OUT1.jpg	matching	2	2	1	782
34	2	31	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	788
34	2	32	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1176
34	2	33	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	856
34	2	34	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	743
34	2	35	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	787
34	2	36	Speaker5.jpg	OUT1.jpg	matching	2	2	1	950
34	2	37	Speaker5.jpg	OUT1.jpg	matching	2	2	1	900
34	2	38	Speaker2.jpg	IN00.jpg	matching	2	2	1	956
34	2	39	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	789
34	2	40	Speaker5.jpg	OUT1.jpg	matching	2	2	1	982
34	2	41	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	741
34	2	42	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	882
34	2	43	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	918
34	2	44	Speaker5.jpg	OUT1.jpg	matching	2	2	1	974
34	2	45	Speaker3.jpg	OUT1.jpg	matching	2	2	1	913
34	2	46	Speaker1.jpg	IN00.jpg	matching	2	2	1	819
34	2	47	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	800
34	2	48	Speaker2.jpg	IN00.jpg	matching	2	2	1	721
34	2	49	Speaker1.jpg	IN00.jpg	matching	2	2	1	566
34	2	50	Speaker5.jpg	OUT1.jpg	matching	2	2	1	829
34	2	51	Speaker2.jpg	IN00.jpg	matching	2	2	1	667
34	2	52	Speaker3.jpg	OUT1.jpg	matching	2	2	1	676
34	2	53	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	787
34	2	54	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	798
34	2	55	Speaker1.jpg	IN00.jpg	matching	2	2	1	766
34	2	56	Speaker3.jpg	OUT1.jpg	matching	2	2	1	661
34	2	57	Speaker2.jpg	IN00.jpg	matching	2	2	1	688
34	2	58	Speaker1.jpg	IN00.jpg	matching	2	2	1	635
34	2	59	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	890
34	2	60	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	804
34	2	61	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	666
34	2	62	Speaker1.jpg	IN00.jpg	matching	2	2	1	729
34	2	63	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	754
34	2	64	Speaker3.jpg	OUT1.jpg	matching	2	2	1	768
34	2	65	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	762
34	2	66	Speaker5.jpg	OUT1.jpg	matching	2	2	1	821
34	2	67	Speaker2.jpg	IN00.jpg	matching	2	2	1	648
34	2	68	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	791
34	2	69	Speaker2.jpg	IN00.jpg	matching	2	2	1	597
