Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
13	1	1	Speaker3.jpg	IN00.jpg	mismatching	3	2	0	767
13	1	2	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	936
13	1	3	Speaker1.jpg	IN00.jpg	matching	2	2	1	724
13	1	4	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1128
13	1	5	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1239
13	1	6	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	1190
13	1	7	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	952
13	1	8	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	1423
13	1	9	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1551
13	1	10	Speaker2.jpg	OUT1.jpg	matching	2	3	0	1429
13	1	11	Speaker5.jpg	IN00.jpg	matching	2	2	1	974
13	1	12	Speaker2.jpg	OUT1.jpg	matching	2	3	0	1017
13	1	13	Speaker1.jpg	IN00.jpg	matching	2	2	1	1257
13	1	14	Speaker5.jpg	OUT1.jpg	mismatching	3	3	1	825
13	1	15	Speaker1.jpg	IN00.jpg	matching	2	2	1	1020
13	1	16	Speaker5.jpg	IN00.jpg	matching	2	2	1	702
13	1	17	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1186
13	1	18	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	1023
13	1	19	Speaker5.jpg	IN00.jpg	matching	2	2	1	732
13	1	20	Speaker3.jpg	OUT1.jpg	matching	2	2	1	960
13	1	21	Speaker1.jpg	IN00.jpg	matching	2	2	1	945
13	1	22	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1099
13	1	23	Speaker2.jpg	OUT1.jpg	matching	2	3	0	832
13	1	24	Speaker1.jpg	IN00.jpg	matching	2	2	1	702
13	1	25	Speaker3.jpg	OUT1.jpg	matching	2	2	1	805
13	1	26	Speaker1.jpg	IN00.jpg	matching	2	2	1	711
13	1	27	Speaker5.jpg	IN00.jpg	matching	2	2	1	609
13	1	28	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	996
13	1	29	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1151
13	1	30	Speaker2.jpg	OUT1.jpg	matching	2	2	1	927
13	1	31	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	968
13	1	32	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1053
13	1	33	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	907
13	1	34	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1016
13	1	35	Speaker5.jpg	IN00.jpg	matching	2	2	1	653
13	1	36	Speaker5.jpg	OUT1.jpg	mismatching	3	2	0	667
13	1	37	Speaker2.jpg	IN00.jpg	mismatching	3	2	0	1069
13	1	38	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1217
13	1	39	Speaker5.jpg	IN00.jpg	matching	2	2	1	808
13	1	40	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1085
13	1	41	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	917
