Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
33	1	1	Speaker1.jpg	IN00.jpg	matching	2	2	1	1367
33	1	2	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1167
33	1	3	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	844
33	1	4	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	831
33	1	5	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1025
33	1	6	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	757
33	1	7	Speaker3.jpg	IN00.jpg	matching	2	2	1	683
33	1	8	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	684
33	1	9	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1236
33	1	10	Speaker3.jpg	IN00.jpg	matching	2	2	1	681
33	1	11	Speaker2.jpg	OUT1.jpg	matching	2	2	1	764
33	1	12	Speaker3.jpg	IN00.jpg	matching	2	2	1	611
33	1	13	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	948
33	1	14	Speaker1.jpg	IN00.jpg	matching	2	2	1	817
33	1	15	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	744
33	1	16	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1057
33	1	17	Speaker1.jpg	IN00.jpg	matching	2	2	1	758
33	1	18	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	744
33	1	19	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1100
33	1	20	Speaker3.jpg	IN00.jpg	matching	2	2	1	841
33	1	21	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	852
33	1	22	Speaker1.jpg	IN00.jpg	matching	2	2	1	629
33	1	23	Speaker5.jpg	OUT1.jpg	matching	2	2	1	760
33	1	24	Speaker3.jpg	IN00.jpg	matching	2	2	1	741
33	1	25	Speaker2.jpg	OUT1.jpg	matching	2	2	1	848
33	1	26	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	808
33	1	27	Speaker5.jpg	OUT1.jpg	matching	2	2	1	751
33	1	28	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	853
33	1	29	Speaker3.jpg	IN00.jpg	matching	2	2	1	581
33	1	30	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	895
33	1	31	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	749
33	1	32	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1294
33	1	33	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	780
33	1	34	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1184
33	1	35	Speaker5.jpg	OUT1.jpg	matching	2	2	1	732
33	1	36	Speaker2.jpg	OUT1.jpg	matching	2	2	1	789
33	1	37	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1085
33	1	38	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	999
33	1	39	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	552
33	1	40	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	856
33	1	41	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	618
33	1	42	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	956
33	1	43	Speaker1.jpg	IN00.jpg	matching	2	3	0	984
33	1	44	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	758
33	1	45	Speaker1.jpg	IN00.jpg	matching	2	2	1	689
33	1	46	Speaker1.jpg	IN00.jpg	matching	2	2	1	499
33	1	47	Speaker3.jpg	IN00.jpg	matching	2	2	1	532
33	1	48	Speaker3.jpg	IN00.jpg	matching	2	2	1	544
33	1	49	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	807
