Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
21	1	1	Speaker1.jpg	OUT1.jpg	mismatching	3	2	0	1186
21	1	2	Speaker1.jpg	IN00.jpg	matching	2	2	1	861
21	1	3	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	1628
21	1	4	Speaker3.jpg	OUT1.jpg	matching	2	2	1	876
21	1	5	Speaker1.jpg	IN00.jpg	matching	2	2	1	1004
21	1	6	Speaker3.jpg	OUT1.jpg	matching	2	3	0	721
21	1	7	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	973
21	1	8	Speaker2.jpg	IN00.jpg	matching	2	2	1	984
21	1	9	Speaker2.jpg	IN00.jpg	matching	2	2	1	912
21	1	10	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1621
21	1	11	Speaker3.jpg	IN00.jpg	mismatching	3	2	0	1453
21	1	12	Speaker1.jpg	OUT1.jpg	mismatching	3	2	0	1230
21	1	13	Speaker3.jpg	OUT1.jpg	matching	2	2	1	2028
21	1	14	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1327
21	1	15	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1584
21	1	16	Speaker3.jpg	IN00.jpg	mismatching	3	2	0	1051
21	1	17	Speaker2.jpg	IN00.jpg	matching	2	2	1	905
21	1	18	Speaker5.jpg	IN00.jpg	mismatching	3	2	0	1189
21	1	19	Speaker5.jpg	OUT1.jpg	matching	2	2	1	767
21	1	20	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1299
21	1	21	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	926
21	1	22	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1440
21	1	23	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1170
21	1	24	Speaker5.jpg	OUT1.jpg	matching	2	2	1	725
21	1	25	Speaker1.jpg	IN00.jpg	matching	2	2	1	1446
21	1	26	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	896
21	1	27	Speaker5.jpg	IN00.jpg	mismatching	3	2	0	1941
21	1	28	Speaker2.jpg	IN00.jpg	matching	2	2	1	1325
21	1	29	Speaker5.jpg	OUT1.jpg	matching	2	3	0	1961
21	1	30	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1454
21	1	31	Speaker3.jpg	OUT1.jpg	matching	2	2	1	2144
21	1	32	Speaker5.jpg	OUT1.jpg	matching	2	3	0	2029
21	1	33	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	1305
21	1	34	Speaker1.jpg	IN00.jpg	matching	2	2	1	2422
21	1	35	Speaker1.jpg	IN00.jpg	matching	2	2	1	1022
21	1	36	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	957
21	1	37	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	2401
21	1	38	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1298
21	1	39	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	992
21	1	40	Speaker3.jpg	OUT1.jpg	matching	2	2	1	2202
21	1	41	Speaker3.jpg	OUT1.jpg	matching	2	2	1	879
21	1	42	Speaker3.jpg	IN00.jpg	mismatching	3	3	1	865
21	1	43	Speaker1.jpg	IN00.jpg	matching	2	2	1	1164
21	1	44	Speaker5.jpg	OUT1.jpg	matching	2	3	0	960
21	1	45	Speaker2.jpg	IN00.jpg	matching	2	2	1	964
21	1	46	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	986
21	1	47	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1150
21	1	48	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1364
21	1	49	Speaker1.jpg	IN00.jpg	matching	2	2	1	1566
21	1	50	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1011
21	1	51	Speaker2.jpg	IN00.jpg	matching	2	2	1	1010
21	1	52	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1787
21	1	53	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	976
21	1	54	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1107
21	1	55	Speaker3.jpg	IN00.jpg	mismatching	3	0	0	2100000
21	1	56	Speaker3.jpg	OUT1.jpg	matching	2	2	1	1223
21	1	57	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1245
21	1	58	Speaker2.jpg	OUT1.jpg	mismatching	3	3	1	1659
