Subject	Block	Trial	SpeakerPhoto	Logo	Condition	TargetButton	Button_Response	Accuracy	RTs
17	1	1	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1645
17	1	2	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1269
17	1	3	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	963
17	1	4	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1199
17	1	5	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1349
17	1	6	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	884
17	1	7	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1404
17	1	8	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	947
17	1	9	Speaker2.jpg	OUT1.jpg	matching	2	2	1	729
17	1	10	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1060
17	1	11	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1281
17	1	12	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	928
17	1	13	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	984
17	1	14	Speaker2.jpg	OUT1.jpg	matching	2	2	1	1374
17	1	15	Speaker3.jpg	IN00.jpg	matching	2	2	1	937
17	1	16	Speaker2.jpg	OUT1.jpg	matching	2	2	1	907
17	1	17	Speaker1.jpg	IN00.jpg	matching	2	2	1	1252
17	1	18	Speaker2.jpg	OUT1.jpg	matching	2	2	1	787
17	1	19	Speaker1.jpg	IN00.jpg	matching	2	2	1	710
17	1	20	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1099
17	1	21	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1387
17	1	22	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	943
17	1	23	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1356
17	1	24	Speaker3.jpg	IN00.jpg	matching	2	2	1	848
17	1	25	Speaker3.jpg	IN00.jpg	matching	2	2	1	617
17	1	26	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	848
17	1	27	Speaker1.jpg	IN00.jpg	matching	2	2	1	1174
17	1	28	Speaker3.jpg	IN00.jpg	matching	2	2	1	708
17	1	29	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1109
17	1	30	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1076
17	1	31	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	925
17	1	32	Speaker1.jpg	IN00.jpg	matching	2	2	1	886
17	1	33	Speaker3.jpg	IN00.jpg	matching	2	2	1	825
17	1	34	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1186
17	1	35	Speaker3.jpg	IN00.jpg	matching	2	2	1	665
17	1	36	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1046
17	1	37	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1136
17	1	38	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1133
17	1	39	Speaker3.jpg	IN00.jpg	matching	2	2	1	942
17	1	40	Speaker5.jpg	OUT1.jpg	matching	2	2	1	776
17	1	41	Speaker1.jpg	IN00.jpg	matching	2	2	1	1013
17	1	42	Speaker1.jpg	IN00.jpg	matching	2	2	1	713
17	1	43	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	800
17	1	44	Speaker2.jpg	OUT1.jpg	matching	2	2	1	615
17	1	45	Speaker5.jpg	OUT1.jpg	matching	2	2	1	814
17	1	46	Speaker2.jpg	OUT1.jpg	matching	2	2	1	962
17	1	47	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	994
17	1	48	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	931
17	1	49	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	931
17	1	50	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	804
17	1	51	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1161
17	1	52	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	831
17	1	53	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	557
17	1	54	Speaker5.jpg	OUT1.jpg	matching	2	2	1	484
17	1	55	Speaker1.jpg	IN00.jpg	matching	2	2	1	773
17	1	56	Speaker2.jpg	OUT1.jpg	matching	2	2	1	784
17	1	57	Speaker5.jpg	OUT1.jpg	matching	2	2	1	948
17	1	58	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	952
17	1	59	Speaker5.jpg	OUT1.jpg	matching	2	2	1	950
17	1	60	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	934
17	1	61	Speaker2.jpg	OUT1.jpg	matching	2	2	1	669
17	1	62	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	696
17	1	63	Speaker1.jpg	IN00.jpg	matching	2	2	1	1188
17	1	64	Speaker1.jpg	IN00.jpg	matching	2	2	1	577
17	1	65	Speaker3.jpg	IN00.jpg	matching	2	2	1	600
17	1	66	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1189
17	1	67	Speaker3.jpg	IN00.jpg	matching	2	2	1	714
17	1	68	Speaker3.jpg	IN00.jpg	matching	2	2	1	875
17	1	69	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1054
17	1	70	Speaker2.jpg	IN00.jpg	mismatching	3	3	1	1228
17	1	71	Speaker5.jpg	OUT1.jpg	matching	2	2	1	1314
17	1	72	Speaker5.jpg	OUT1.jpg	matching	2	2	1	725
17	1	73	Speaker2.jpg	OUT1.jpg	matching	2	2	1	893
17	1	74	Speaker1.jpg	OUT1.jpg	mismatching	3	3	1	1398
17	1	75	Speaker2.jpg	OUT1.jpg	matching	2	2	1	882
17	1	76	Speaker1.jpg	IN00.jpg	matching	2	2	1	1455
17	1	77	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	1013
17	1	78	Speaker1.jpg	OUT1.jpg	mismatching	3	2	0	1126
17	1	79	Speaker5.jpg	IN00.jpg	mismatching	3	3	1	875
17	1	80	Speaker3.jpg	OUT1.jpg	mismatching	3	3	1	1651
17	2	1	Speaker5.jpg	OUT1.jpg	matching	2	2	1	810
17	2	2	Speaker1.jpg	IN00.jpg	matching	2	2	1	1082
